Country,Year,MovieCount,MovieList,lat,lon
Germany,2013,35,"['Tarzan', 'The Congress', ""R'ha"", 'Rabbit Without Ears and Two-Eared Chick', 'Wind', 'Pinocchio', 'Knight Rusty', 'Rhino Full Throttle', 'Boles', 'Proll Out', 'Lambs', 'Lost Cubert', 'High Wool', 'Zebra', 'Momentum', 'Darling', '1813 - Gott mit uns', 'The Little Red Paper Ship', 'Final Serving', 'Kolumbus', 'Dracula in Afrika', 'Das Moorhaus', 'Der Stern von Rio', 'Der Biss der Steinnatter', 'Die letzte Safari', 'Fish', 'Cow', 'Hypozentrum', 'Alerik', ""Rockin' Rhino"", 'The Cold Heart', 'Sunday Zero', 'Martins Feuer', 'Ruthe - Shit Happens', 'Ophelia: Love & Privacy_Settings']",51.1638175,10.4478313
Germany,2014,32,"['The Present', 'Maya the Bee Movie', 'The 7th Dwarf', 'Re-Cycling', 'Nuggets', 'Coconut the Dragon', 'Pettson and Findus: A Little Nuisance, a Great Friendship', 'Roadtrip', 'Rescue Rabbit', 'Last Hijack', 'Seven Times a Day We Bemoan Our Lot and at Night We Get Up to Avoid Our Dreams', 'Mite', 'Picture Particles', 'Dame mit hund', 'Patch', ""A Hedgehog's Visit"", 'The Jungle Book: Monkey Business', 'The Rise and Fall of Globosome', 'Harald', 'Whale', 'Der Berg', 'Trommeln am Okawango', 'Das Gesetz der blauen Berge', 'Griechischer Wein', 'Der Irre von Thornhill', 'Deep Dance', 'Si Lunchai', 'Whodunnit??', 'I Am Glad We Can Be Honest About This', 'Ruthe - Shit Happens, Vol. 2', 'Till Eulenspiegel', 'Japanoschlampen - THE MOVIE (Das supermega mysteriöse kackgruselige Horror Abenteuer)']",51.1638175,10.4478313
Germany,2015,44,"['Ooops! Noah Is Gone...', 'Dissonance', 'Trenk, the Little Knight', 'Little from the Fish Shop', 'Däwit', 'Raven the Little Rascal - The Big Race', 'Bat Time', 'In the Distance', 'Retina', 'What Happens In Your Brain If You See a German Word Like...?', 'B.', 'Citipati', 'Automatic Fitness', 'Amélia & Duarte', 'Omega', 'TubeClash 02 - The Movie', 'Some Thing', 'Something About Silence', 'The Legacy of Rubies', 'Das Zeitkarussell', 'Self Portrait', 'Half the Town', 'The Old Man and the Bird', 'Pollo', 'Elephant Fever', 'Who Will Pay the Bill?', 'Die Tote im Watt', 'Die Fährte des Tigers', 'Brennende Neugier', 'Die unsichtbare Spur', 'The Story of the Fox who Lost his Mind', 'Leerstelle', 'Jazz Orgie', 'Octopus', 'Sexy Laundry', 'Cabaret Crusades: The Secrets of Karbala', 'The Beach Boy', 'Hypochondria', 'Sry Bsy', 'What I Forgot To Say', 'Cleaning Day', 'Myself: Smoke', 'Japanoschlampen - THE MOVIE #2 (Das ultragrausige Geheimnis der abgefuckthorrormäßigen Monsterstadt)', 'Life is Rugged']",51.1638175,10.4478313
Germany,2016,43,"['Pettson and Findus: The Best Christmas Ever', 'Molly Monster: The Movie', 'Kaputt', 'Lichtmond - The Journey', ""Mullewapp - A Pig's Tail"", 'The Secrets of Gravity: In the Footsteps of Albert Einstein', 'Get Santa', 'The Pine Tree Villa', 'United Interest', 'Our Wonderful Nature - The Common Chameleon', 'Ayny', 'Head Up!', 'Song of a Toad', 'R.I.P. - Rest in Pieces', 'Leipzig von oben', 'Shell', 'FinalClash: The Movie', 'Preposterous', 'Lucky', 'In Between Identities', 'The World We Live In: Wandering Workers in Germany', 'Catopolis', 'Berlin Mirror (2042 Retrospective)', 'Roboterra', 'Globuli', 'Hippo Hop', 'A Reindeer Carol', 'Grabscha', 'Das Lösegeld', 'What is I.S.?', 'Disco', 'The Wild Boar', ""All the world's a stage"", 'Crocodile', 'Pawo', 'Tiger', 'Pink Cuts Pink', 'Der Albenbaum', 'In One Drag', 'Night of the Leaving Dreads', 'W.A.R.F.', 'Japanoschlampen - THE MOVIE #3 (Das intergalaktische Gruselrätsel auf der scheißschauerlichen Farm)', 'Wolf']",51.1638175,10.4478313
Germany,2017,42,"['Monster Family', 'The Little Vampire 3D', ""A Stork's Journey"", 'Tehran Taboo', 'Rabbit School: Guardians of the Golden Egg', 'Lion', 'Call of Cuteness', 'Link', 'Knight Rusty 2: Full Metal Racket', 'Boys On Film 16: Possession', 'Megatrick', 'Shine', 'The Hostel', '1917: The Real October', 'Island', 'Ugly', 'Error 404', 'Happy Family 4D', 'Rouff', 'The Train, The Forest', 'Das dunkle Schweigen', 'Mary', 'Haus der Angst', 'Earthworm', 'Dolphin', 'Cyberpeace Instead of Cyberwar!', 'Nocturne', 'And The Moon Stands Still', 'Death of a Fruit Fly', 'Sog', 'A One Minute History Of Image Distortions', 'Connect', 'Das Bett', ""Willy's Wife"", 'William und das Petermännchen', 'Blood Red Sandman', 'Spacedogs', 'A Priori', 'Geno', 'Summer Story', 'A Thousand Kisses', 'Halmaspiel']",51.1638175,10.4478313
Germany,2018,71,"['Isle of Dogs', 'Luis and the Aliens', 'The Wolf House', 'Dilili in Paris', 'Another Day of Life', 'Maya the Bee: The Honey Games', 'Coconut The Little Dragon: Into The Jungle', 'Chris the Swiss', 'Ice Princess Lily', ""Käpt'n Sharky"", 'Boys on Film 18: Heroes', 'Pettson and Findus: Findus Moves House', 'Cat Days', 'Tracing Addai', ""Carlotta's Face"", 'Mascarpone', 'Blink of an Eye', '32-Rbit', 'Untravel', 'Blau', 'Augsburger Puppenkiste - Geister der Weihnacht', 'Playmobil: The Explorers', 'E', 'The Extinct Suite', 'Submerso', 'Fuse', 'Love Me, Fear Me', 'Obon', 'Shapes', 'Grenzenlos - Geschichten von Freiheit & Freundschaft', 'Crab', 'Bear', 'Flamingo', 'Horse', 'Fire Salamander', 'Dachshund', 'SORGE 87', 'Reverie', 'Slug', 'Elephant', 'Snake', 'Bat', 'Monte Adrion', 'Night Moves', 'Ant', 'Sowing', 'Belmont', 'Wearing Things', 'Penguin', 'Bango Vassil', 'Power to the Children', 'Fest', 'Swim', 'Tigersprung', 'In The Dark', 'Suckr for Love', 'M52', 'Cat Planets', 'Playmobil: Magic', 'Anglerfish', 'Sheep', 'Giraffe', 'Playmobil: Top Agents 4', 'Tomorrow', 'Rules of Play', 'Call of Comfort', 'The Magical Dimension', 'The Shark in the Park', 'Fly', 'Peacock', 'Sloth']",51.1638175,10.4478313
Germany,2019,74,"['Playmobil: The Movie', 'Pets United', 'Latte and the Magic Waterstone', 'Buñuel in the Labyrinth of the Turtles', 'Spy Cat', 'Manou the Swift', 'The Elfkins: Baking a Difference', 'Vic the Viking and the Magic Sword', 'Bayala: A Magical Adventure', 'Fritzi: A Revolutionary Tale', 'The Egg', 'Princess Emmy', 'The Jewish-Roman Wars', 'Like and Follow', 'Raven the Little Rascal - Hunt for the Lost Treasure', 'It has to be lived once and dreamed twice', 'Herod the Great: The Child Murderer of Bethlehem', 'Poland 1939: When German Soldiers Became War Criminals', 'How the Moon Conquered Pop', 'Ties', 'Freeze Frame', 'Duerrenwaid 8', 'eadem cutis: the same skin', 'Pumpers Paradise', 'One Stormy Night', 'Catsing Call', 'Armed Lullaby', 'Jelly Pimple', 'La Boutique', 'Whose Hand Was It?', 'Moth', 'SEALAND', 'The Big Heinrich', 'Happy', 'Der Besuch', 'The Musiphants', 'Crowded', 'Winter', 'Fortune Cookie', 'From My Desert', 'Alba’s Memories', 'Dance on the Edges', 'Family Bonds', 'The Very Hairy Alphabet', 'Fussel', 'One Pair Coat', 'Firehead', 'Ode', 'Toroid', 'The Tawny Owl', 'Blieschow', 'THEM', 'Flood', 'Butterflies in Berlin: Diary of a Soul Split in Two', 'Portrait of Suzanne', 'Playmobil: Magic 2', 'Listen Papa!', ""The Doll's Breath"", 'Kalveli: Shadows of the Desert', 'Facelift', 'Without Mercy', 'Nest', 'Happiness Machine', 'Lickalike', 'Inside Me', 'Pattern Cognition', 'Vive la liberté', 'Iktamuli', 'Friends', 'Gravedad', 'Pace', 'Serial Parallels', 'Death of the Filmmaker', 'Milchmänner']",51.1638175,10.4478313
Germany,2020,61,"['Two by Two: Overboard!', 'Dragon Rider', 'Yakari: A Spectacular Journey', 'The Fourfold', 'The Lost Wedding Ring', 'The Zillas Have a Picnic', 'Conversations with a Whale', 'Tick', 'Just a Guy', 'Up Here, With the White Gods', 'The Past We Can Never Return To', 'Mishou', 'Jeroboam', 'Fragments', 'Eenie Meenie World', 'Good and Better', 'Refugium', 'Mangi Meli Remains', 'Be a winner', 'Bibi Blocksberg - Weihnachten bei Familie Blocksberg/Überraschung für Mania', 'All Her Dying Lovers', 'AIVA', 'Due to Legal Reasons This Film is Called Breaking Bert', 'The Chimney Swift', 'Hide and Seek', 'Stumm', 'Hotel Astoria', 'Out of Bounds', 'Them People', 'The Beauty', 'Postpartum', 'There must be some kind of way out of here', 'Waiting For Harold', 'Black Snot & Golden Squares', 'Summer Rain', 'Pandora', 'Fantasmia', 'How My Grandmother Became A Chair', 'Burnt', 'Untitled 1 (No. Nothing.)', 'Untitled 3 (I withdraw.)', 'Untitled 2 (Kiss me.)', 'Untitled 4 (Two dead!)', 'Untitled 5 (Not now. No, no.)', 'Milk', 'Snow Dust', 'From Over Here', 'The Mince Prince', ""1 Bottle o'Wine"", 'Tribute', 'Natasha', 'GALAXY', 'Replacements', 'Das letzte Schaf', 'The Needle', 'Fulgidusen', 'Mulm', 'The Mistake', 'The Natural Death of a Mouse', 'The Institute', 'Super (8) Skate']",51.1638175,10.4478313
Germany,2021,61,"['Maya the Bee: The Golden Orb', 'Moonbound', 'Monster Family 2', 'Welcome to Smelliville', 'The Crossing', 'Steakhouse', 'Emergence Collapse', 'Berlin Fire', 'Night', 'Hysteresis', ""Paolo's Happiness"", 'My Name is Fear', 'Color to the Sunset Sky', 'Blackening Skies', 'Material – Aeroglyph Collective', 'Song of the Flies III – Night', 'Cold Heart', 'WYH', 'Benztown', 'Nothing', 'Thing', 'Otonashi | 音無し', 'Damn It!', 'Biting the Dust', 'Drawing from Memory', 'Circus In Town', 'Contagious Loneliness', 'The Sunset Special', 'Saint Android', 'Into the Cutezone', 'Doom Cruise', 'Extraction', 'To the Last Drop', 'Obervogelgesang', 'Fox for Edgar', 'Notes for les Sanglières', 'Zebra', 'Fahren 7', 'The Vigils Of The Night', 'Flamenco', 'Klimax', 'Blessing in Disguise', 'Sunset Singers', 'King', 'From the Main Square', 'Shift Simmers Slips', 'For The Record', 'Verse von der Winterkampagne des Jahres 1980', 'Hit The Road, Egg!', 'If Not Now, Then When …?', 'Song of the Flies II - Day', 'Déjà-vu', 'Not Even Nothing Can Be Free of Ghosts', 'sfumato', 'Song of the Flies', 'As You Like It', 'Altötting', 'Eyes and Horns', 'Kurt', 'Monster Encounters', 'A Day in the Life of a Cat']",51.1638175,10.4478313
Germany,2022,55,"['The Amazing Maurice', 'Dolphin Boy', 'Mia and Me: The Hero of Centopia', 'My Fairy Troublemaker', 'Rabbit Academy: Mission Eggpossible', 'Snotty Boy', 'The Muckles - The Quest for a New Home', 'Best Birthday Ever', '11', 'Coppelia', 'backflip', 'Laika & Nemo', 'Symblings', 'Red Ears', 'Zoon', ""A Goat's Spell"", 'Panda', 'Prisoner Outside', 'Edgy', 'How Such An Annoying Drizzle Can Be Silent', 'Traffic VI', 'Juice', 'Meta', 'Kuro Blues', 'Land der Unmöglichkeiten', 'Red Cunt', 'In His Mercy', 'The Most Boring Granny in the Whole World', 'Constant', 'The Happy Resort', 'Dear Mahsa', 'How I Survived the Pyongyang Film Festival 3D', 'Entbandung', 'Kolaj', 'Wind Whisperer', 'Steckbrief Natur - Folge 2 und 3', 'Button Down', 'MUKBANG!', 'Rim', 'Ach So', 'Borscht with Pretzel', 'Being Strong Is Hard', 'Swarm', 'Make or Break', 'Being That Boy Again', 'Intro', 'The 22nd Annual Animation Show of Shows', 'About Dam and Hofit', 'Huge Choice', 'Shakespeare for All Ages', 'Rest in Piece', 'Matapacos', 'Sacred Clockworks', 'Dealing with War', 'Hidden Heroes']",51.1638175,10.4478313
Germany,2023,53,"['Little Bird: The Big Quest', ""Aurora's Sunrise"", ""Loriot's Great Cartoon Revue"", 'The Siren', 'Sultana’s Dream', 'Aus dem Leben eines Kobolds', 'The Killer Citrus', 'Potato Falls', 'RIP TXL', 'Little Fan', 'Bye Bear', 'Hölderlin’s Echo', '2023 Experimental Short', 'Elektra: Der Stop-Motion Trailer', 'Brother', 'Vonfelt: Je pars', 'Cake Ballad', 'Louis I., King of the Sheep', 'The Last Bar', 'Answering the Sun', 'TWENTYTИƎWT', 'Nothing to Expect', ""Poco's Colorful Day"", 'T-Rex', 'Cat', 'Princess Aubergine', 'Pussy Love', 'The Waiting', 'Demons in the Closet', 'drowning thoughts 01 - substructio', 'Butterfly Tale', 'Somni', 'Vom Duft der Roten Bete und den Menschen, die ewig leben', 'Un/Endlich', 'St. Mickeyland', 'Mariupol. A Hundred Nights', ""The Way to a Man's Heart"", 'Squirrel', 'Man finds his Wife dead with an anonymous note', 'Uhrmenschen', 'Johnny & Me - A Journey through Time with John Heartfield', 'Town Hall Square', 'Peter & the Wolf', '2020 BEST YEAR(S) EVER', 'Behind the Lines', 'An Uncontacted Tribe', 'Baigal Nuur - Lake Baikal', 'Makulatour', 'Silent Chirping of Invisible Digits', 'Anna and the Egyptian Doctor', 'The Rubbings of Trajectories', 'Everydaytalents', 'A Greyhound of a Girl']",51.1638175,10.4478313
Germany,2024,1,['Das Grundgesetz der Tiere'],51.1638175,10.4478313
Ghana,2014,1,['Agorkoli'],8.0300284,-1.0800271
Ghana,2016,1,['Black Barbie'],8.0300284,-1.0800271
Ghana,2018,1,['Azumah: The Ghanaian Hero'],8.0300284,-1.0800271
Ghana,2020,1,"[""I'm Living in Ghana Get Me Out Of Here!""]",8.0300284,-1.0800271
Greece,1945,1,['Duce Narrates...'],38.9953683,21.9877132
Greece,1979,1,['Περίπατος'],38.9953683,21.9877132
Greece,1981,1,['The Circle'],38.9953683,21.9877132
Greece,1983,1,['The Hole'],38.9953683,21.9877132
Greece,1985,1,['Του κολυμπητή'],38.9953683,21.9877132
Greece,1996,2,"['We Greeks', 'The Triumph of Time']",38.9953683,21.9877132
Greece,2005,1,"[""Don't Throw Anything Away""]",38.9953683,21.9877132
Greece,2007,2,"['Mazoo and the Zoo', 'To pontikaki pou ithele na agixei ena asteraki']",38.9953683,21.9877132
Greece,2008,1,['The Stubborn Donkey'],38.9953683,21.9877132
Greece,2009,4,"['The boy and the tree', 'Diolkos for 1,500 years', 'The Fairytale of the Stolen Time', 'The Meaning of Life']",38.9953683,21.9877132
Greece,2010,5,"['The Village', '12410 and 1 Roses', '1,2 Million Children', 'You Cannot Take From Him Who Has Nothing', 'The Erechtheion, history and restorations']",38.9953683,21.9877132
Greece,2013,2,"['The Bug', 'From the Earth to the Moon']",38.9953683,21.9877132
Greece,2014,3,"['Drag Me: A Urban Music Tale', 'A Portrait', 'The Leaf of the Poplar']",38.9953683,21.9877132
Greece,2015,2,"['Dinner for Few', 'Why is the red mullet red?']",38.9953683,21.9877132
Greece,2016,3,"['Aenigma', 'The Law of The Sea', 'Vessel']",38.9953683,21.9877132
Greece,2017,2,"['An Excavation of Us', 'The Ox']",38.9953683,21.9877132
Greece,2018,4,"['Icebergs', 'How Are You Today?', 'Tokei Maru', 'Aurelia']",38.9953683,21.9877132
Greece,2019,4,"['Violent Equation', 'Land', 'Heatwave', 'Rosen']",38.9953683,21.9877132
Greece,2020,10,"['Next life', '59 Days', 'The First Kiss', 'The Lazy Dragon', 'The Incredible Mrs Lien Mourlen', 'All You Can Eat', 'Sevarambes', 'Hansel and Gretel', 'Athanasia (immortality)', 'Training Text, Step 2250']",38.9953683,21.9877132
Greece,2021,11,"['The Timekeepers of Eternity', 'Parenthesis', 'The Classmate', 'The Blind Writer', 'Lost and Found', 'Sensual Pill', 'Christmas Together', 'The Ideal Other', 'Echo', 'Afterimage', 'Elijah2070']",38.9953683,21.9877132
Greece,2022,7,"['Trixes', 'Next Stop: Apolimantiria', 'Cat Postale', 'A Night at the Cemetery', 'Karagiozis: The Movie', 'My Mother, the Sea', 'In Between']",38.9953683,21.9877132
Greece,2023,5,"['IS, or: A Beautiful, Tiny, Reddish Hair, as Thin as Fiber', 'A.I. Made Me Do It: Ophelia', 'Avaton', 'Antilope', 'Queen of the Deuce']",38.9953683,21.9877132
Greenland,2020,1,['Little Sister'],43.0361995,-70.8328322
Guatemala,2007,1,['Las Aventuras de Gorgui A toda Velocidad'],15.5855545,-90.345759
Guatemala,2014,1,['The Boxcar Children'],15.5855545,-90.345759
Guatemala,2023,1,['El cine es nuestro'],15.5855545,-90.345759
Guyana,1994,1,['Mama Lou'],4.8417097,-58.6416891
Haiti,2017,1,['An Excavation of Us'],19.1399952,-72.3570972
Haiti,2020,1,['407 Days'],19.1399952,-72.3570972
Holy See,2006,1,['John Paul II - The Friend of All Humanity'],30.0340988,-95.8116687
Honduras,2023,1,['El cine es nuestro'],15.2572432,-86.0755145
Hong Kong,1981,1,['Old Master Q'],22.350627,114.1849161
Hong Kong,1982,1,['Old Master Q: Water Margin'],22.350627,114.1849161
Hong Kong,1983,1,['Shan T Old Master Q'],22.350627,114.1849161
Hong Kong,1984,1,['Wings Of The Mind'],22.350627,114.1849161
Hong Kong,1995,1,['Rolling Stone'],22.350627,114.1849161
Hong Kong,1996,1,['Foul Ball'],22.350627,114.1849161
Hong Kong,1997,1,['A Chinese Ghost Story: The Tsui Hark Animation'],22.350627,114.1849161
Hong Kong,1998,1,['屎鈎船長'],22.350627,114.1849161
Hong Kong,2001,2,"['My Life as McDull', 'Master Q 2001']",22.350627,114.1849161
Hong Kong,2003,1,['Master Q: Incredible Pet Detective'],22.350627,114.1849161
Hong Kong,2005,2,"['Thru the Moebius Strip', 'DragonBlade : The Legend of Lang']",22.350627,114.1849161
Hong Kong,2006,1,"[""A Monkey's Tale""]",22.350627,114.1849161
Hong Kong,2007,2,"['TMNT', 'Highlander: The Search for Vengeance']",22.350627,114.1849161
Hong Kong,2009,2,"['Astro Boy', 'McDull, Kung Fu Kindergarten']",22.350627,114.1849161
Hong Kong,2010,2,"['CJ7: The Cartoon', 'Little Gobie']",22.350627,114.1849161
Hong Kong,2012,3,"['Adventure Planet', 'Sky Force', 'McDull: The Pork of Music']",22.350627,114.1849161
Hong Kong,2013,3,"['1 Dimension', 'Slow Sex', 'The Floating Island']",22.350627,114.1849161
Hong Kong,2014,1,['Stop Peeping'],22.350627,114.1849161
Hong Kong,2015,3,"[""Where's the Dragon?"", 'An Emo Nose', 'Doggy Love']",22.350627,114.1849161
Hong Kong,2016,3,"['Ratchet & Clank', 'Jungle of Desire', 'Miller Fisher']",22.350627,114.1849161
Hong Kong,2017,4,"['Muteum', 'Divisional Articulations', 'Losing Sight of A Longed Place', ""Who's the Daddy""]",22.350627,114.1849161
Hong Kong,2018,9,"['Dear, Can I Give You a Hand?', 'Xylomat', 'Matter and Motion', 'Going Ape', 'Supersad', 'Lift in the Moment', 'Toxic Relationships', 'Screen Shaver', ""Kin's Hair""]",22.350627,114.1849161
Hong Kong,2019,13,"['Children of the Sea', 'No. 7 Cherry Lane', 'Finding Uranus', 'Lines', 'The Window', 'Tangram School', 'Catgot', 'Little Thinks', '_ImEdge', ""Wong Ping's Fables 1"", ""Wong Ping's Fables 2"", 'Wong Ping Animation Collection', 'Serial Parallels']",22.350627,114.1849161
Hong Kong,2020,12,"['Dialogue', 'Localized Blindness', 'Fruit', 'Where’s My Stress Ball?', 'Rotation', 'Phobia', 'Grafik.', 'Float', '_ImEdge', 'Firefly', 'Chop Chop', ""Dragon's Delusion : Preface""]",22.350627,114.1849161
Hong Kong,2021,10,"['The Mitchells vs. the Machines', 'Vivo', 'The Bread', 'Tugging Diary', 'sub vid heap', 'Hand', 'Beauty & the Beasts', 'Depths of Night', 'Uncle Babysitter', 'Funeral']",22.350627,114.1849161
Hong Kong,2022,8,"['Marmaduke', 'Freedom Swimmer', 'The Square City', 'waterfront', 'Uncle Babysitter 2', 'End Time and The Trajectories of Ancestors', 'Unreal Central', '& More']",22.350627,114.1849161
Hong Kong,2023,10,"['The Monkey King', 'Taikwun', 'Colors', 'Meshed', 'Darma', 'Taking the Bus to Mount Olympus', 'TWENTYTИƎWT', 'O/S', 'Overheating', 'Park Voyage']",22.350627,114.1849161
Hungary,1942,1,['Lucky Jim'],47.1817585,19.5060937
Hungary,1951,1,"[""The Cockerel's Diamond Coin""]",47.1817585,19.5060937
Hungary,1952,2,"['Dog Duty', 'Sport Competition in the Forest']",47.1817585,19.5060937
Hungary,1955,1,['Two Little Oxen'],47.1817585,19.5060937
Hungary,1958,1,['Rivals'],47.1817585,19.5060937
Hungary,1959,1,['A telhetetlen méhecske'],47.1817585,19.5060937
Hungary,1960,1,['The Pencil and the Eraser'],47.1817585,19.5060937
Hungary,1961,3,"['Duel', 'The Red Polka Dot Ball', 'Passion']",47.1817585,19.5060937
Hungary,1962,1,"['1,2,3…The history of numbers']",47.1817585,19.5060937
Hungary,1963,1,['Monologue'],47.1817585,19.5060937
Hungary,1964,3,"['Mirror Images', 'Young Man Playing The Guitar At The Old Masters’ Gallery', 'Gustavus, Friend of Animals']",47.1817585,19.5060937
Hungary,1965,6,"['Metamorphoses', 'Gustavus: The Fellow-Man', 'We Would Never Do That', 'Homo faber - We have tools', 'A Portrait from Our Century', 'The Joy of Light']",47.1817585,19.5060937
Hungary,1966,3,"['Diary', 'Five Minutes of Murder', 'Apple Thieves']",47.1817585,19.5060937
Hungary,1967,5,"['Variations on a Dragon', 'A Bit of Immortality', 'Little Man, Big City', 'From Dawn to Dusk', 'Hamlet']",47.1817585,19.5060937
Hungary,1968,3,"['The Abduction of the Sun and the Moon', 'Concertissimo', 'Dreams on Wings']",47.1817585,19.5060937
Hungary,1969,4,"['Old Man, Young Man', 'Suite', 'Várakozni jó', 'Salty Slops']",47.1817585,19.5060937
Hungary,1970,9,"['The Good Man', 'Help', 'Success', 'Order in the House', 'Behind the Bars', 'Modern training methods', 'Suicide', 'The Age of the Barbarians', 'Deep Waters']",47.1817585,19.5060937
Hungary,1971,5,"['Weapon', 'The Statue', 'The City Through My Eyes', 'Blossoming No. 3369', 'The Old Lady']",47.1817585,19.5060937
Hungary,1972,2,"['Nights in the Boulevard', 'Drive, Locomotive!']",47.1817585,19.5060937
Hungary,1973,2,"['Johnny Corncob', 'The Year of 1812']",47.1817585,19.5060937
Hungary,1974,2,"['Sisyphus', 'Memory of the Summer of ’74']",47.1817585,19.5060937
Hungary,1975,1,['Hugo the Hippo'],47.1817585,19.5060937
Hungary,1976,4,"['Scenes with Beans', 'Hey, You!', 'Horse in the House', 'Honeymation']",47.1817585,19.5060937
Hungary,1977,7,"['I Like Life a Lot', 'Mattie the Goose-Boy', 'The Struggle', 'Gobble-Gobble', 'Silence', 'Animalia No. 1', 'Rondino']",47.1817585,19.5060937
Hungary,1978,4,"['Changing Times', 'New Tenants', 'Moon Film', 'Towards the Salt Cellar']",47.1817585,19.5060937
Hungary,1979,2,"['Bubble Bath', 'Panic']",47.1817585,19.5060937
Hungary,1980,5,"['The Fly', 'The Luncheon', 'Washed in Time', 'Magyar népmesék 2. A Csillagszemű Juhász', 'Private Nightmare']",47.1817585,19.5060937
Hungary,1981,5,"['Son of the White Mare', 'The Little Fox', 'Moto Perpetuo', 'Pityke őrmester', 'Magyar népmesék 5. A Királykisasszony Cipője']",47.1817585,19.5060937
Hungary,1982,6,"['The Masters of Time', 'Meister Eder und sein Pumuckl', 'Deadlock', 'Riportré', 'Miracles of the Night', 'Come to the Clearing']",47.1817585,19.5060937
Hungary,1983,5,"['Háry János', 'Ad Astra', 'Autótortúra', 'Augusta Makes Herself Beautiful', 'Door No. 8']",47.1817585,19.5060937
Hungary,1984,9,"['Heroic Times', 'White as Snow', 'Mesék Mátyás királyról', 'Gravity', 'Misi Mókus kalandjai', 'Scones', 'Csipike, az óriás törpe', 'Ah, Amerika!', 'Lights Before Dawn']",47.1817585,19.5060937
Hungary,1985,2,"['The Treasure of Swamp Castle', 'Wizards']",47.1817585,19.5060937
Hungary,1986,3,"['Cat City', 'The Wind', 'Tales from Hungarian History']",47.1817585,19.5060937
Hungary,1987,4,"['Ab ovo - Traces of Sand', 'Farewell, Little Island...', 'Long live Szervác!', 'Golden Bird']",47.1817585,19.5060937
Hungary,1988,4,"['Felix the Cat: The Movie', 'Willy The Sparrow', 'Easter Greetings', 'Pure Image']",47.1817585,19.5060937
Hungary,1989,5,"['Mind the Steps!', 'Western', 'Ad Rem', 'Leo and Fred, or True Stories of Two Good Friends', 'The One and Only True Note']",47.1817585,19.5060937
Hungary,1990,8,"['Allegro Vivace', 'Dragon and Slippers', ""Augusta's Guests"", 'Augusta is Psychic', 'Augusta Writes a Love Letter', ""Augusta's Kiss"", 'Augusta Sleeps', 'One Night in Heaven']",47.1817585,19.5060937
Hungary,1991,4,"['The Princess and the Goblin', 'The Seventh Brother', 'Augusta and the UFO', ""Augusta's Birthday""]",47.1817585,19.5060937
Hungary,1992,4,"['Wittgenstein Tractatus', 'Prometheus', 'Augusta is Dieting', 'Green warnings for every day']",47.1817585,19.5060937
Hungary,1993,2,"['The Garden', 'Beasts']",47.1817585,19.5060937
Hungary,1994,2,"['Hamu', 'Pumuckl und der Blaue Klabauter']",47.1817585,19.5060937
Hungary,1995,3,"['The Real Shlemiel', 'My Baby Left Me', 'Cry!']",47.1817585,19.5060937
Hungary,1996,3,"['Santa Claus and the Magic Drum', 'Pepolino und der Schatz der Meerjungfrau', 'The Ketchup Vampires II']",47.1817585,19.5060937
Hungary,1997,1,['Tiny Heroes'],47.1817585,19.5060937
Hungary,1999,3,"[""A Monkey's Tale"", 'Labirintus', 'Faces']",47.1817585,19.5060937
Hungary,2000,1,['Vízió'],47.1817585,19.5060937
Hungary,2001,3,"['Smiling-Sad Willow-Tree', 'Black Hole, White Hole', 'Dead Water']",47.1817585,19.5060937
Hungary,2002,4,"['The Princess and the Pea', 'Song of the Miraculous Hind', 'Pszichoparádé', 'Breath']",47.1817585,19.5060937
Hungary,2004,3,"['The District', 'Randevú', 'Time Sights']",47.1817585,19.5060937
Hungary,2005,6,"['Maestro', 'Loranga, Masarin & Dartanjang', 'Lost and Found', 'Levelek', 'Hé, S.O.S.', 'Hanne']",47.1817585,19.5060937
Hungary,2006,3,"['A Guest of life', 'Naplófilm, 12 éves voltam 1956-ban', 'Next Please! 4']",47.1817585,19.5060937
Hungary,2007,4,"['Catcher: Cat City 2', 'Egon & Dönci', 'Next Please! 5', 'Life Line']",47.1817585,19.5060937
Hungary,2008,7,"['Immigrants (L.A. Dolce Vita)', ""A Fox's Tale"", 'Mamma Mu & Kråkan', 'Ergo', 'KJFG No.5', 'Mazes', 'Dreammill']",47.1817585,19.5060937
Hungary,2009,3,"['Arc', 'Ariadne’s Thread', 'The Muscular Princesses']",47.1817585,19.5060937
Hungary,2010,1,['Chess!'],47.1817585,19.5060937
Hungary,2011,7,"['The Tragedy of Man', 'Ticket', 'Bogyó és Babóca 2. - 13 ÚJ mese', 'No Smokin’', 'Zséman', 'Streamschool', 'Our Holidays']",47.1817585,19.5060937
Hungary,2012,2,"['Lady with Long Hair', 'My Name Is Boffer Bings']",47.1817585,19.5060937
Hungary,2013,6,"['Rabbit and Deer', 'Wolfy: The Incredible Secret', 'Take Me Please', 'Paper World', 'Children of War', 'Amusement Park Ruction']",47.1817585,19.5060937
Hungary,2014,4,"['Symphony No. 42', 'Manieggs - Revenge of the Hard Egg', 'All I’m Saying', 'Same Old, Same Old...']",47.1817585,19.5060937
Hungary,2015,8,"['Teeth', 'Limbo Limbo Travel', 'Hey Deer!', 'Anything for Love - Story of Rei', 'Kojot és a szikla', 'Prisoners of Tales', 'Secret Garden of Tales', 'Beyond']",47.1817585,19.5060937
