Country,Year,MovieCount,MovieList,lat,lon
Argentina,2009,4,"['Boogie', '“A” copy', 'Teclópolis', 'The portrait of the pestilence']",-34.9964963,-64.9672817
Argentina,2010,6,"['At the Opera', 'Gaturro: The Movie', 'Jungle Tales', 'Birds of Paradise', 'Kill Gil', 'La niña y el bicho']",-34.9964963,-64.9672817
Argentina,2011,6,"['Top Cat: The Movie', 'Luminaris', 'Hotcorn!', 'Eva de la argentina', 'Here Be Dragons', 'Niña bosque']",-34.9964963,-64.9672817
Argentina,2012,8,"['Rodencia and the Princess Tooth', '7 Sea Pirates', 'Ánima Buenos Aires', 'Shave It', 'Pedro Saieg: Campeón Mundial', 'Close Encounters', 'The Sun', 'Adelante (Forward)']",-34.9964963,-64.9672817
Argentina,2013,8,"['Underdogs', 'Padre', 'Rabbit Woman', 'Negro', 'Tres Acordes', 'Pas de Deux', 'Ringo', ""Payada pa' Satán""]",-34.9964963,-64.9672817
Argentina,2014,10,"['Lila', 'Historias de Cronopios y de Famas', ""The Artist's Insomnia"", 'Cavemen - Inventions in History', 'Cavemen - Stone and Sword', 'The Three Wishes', 'Erotango', 'Sleep a Wink', 'Abismo (Abyss)', 'The Great Vairitosky']",-34.9964963,-64.9672817
Argentina,2015,12,"['El Crazy Che', 'El secreto de Amila', 'Beavers: Patagonia invaders', 'Uno mismo', 'Doña Ubenza', 'Todos los veranos', 'Paranoicus', 'Little Bottle Cap', 'Mirame', 'El último mago O Bilembambudín', 'AMBAR', 'Herbarium']",-34.9964963,-64.9672817
Argentina,2016,7,"['Onion', 'Corp.', 'Movimiento Browniano', 'Futbolín 2', 'Once', 'Cavemen - The Communication', 'Cavemen - The Art']",-34.9964963,-64.9672817
Argentina,2017,15,"['Condorito: The Movie', 'The Scarlet Whale', 'Centaur', 'Mi Gorra Brilla', 'Instinct', 'The Flower-Headed Boy', 'Archeology of Pleasure', 'Gummy Gas Crisis', 'Parking Attendant', 'Chaco', 'Atonement', '60 Seconds Of Darkness', 'Simon Says', 'El Casamiento', 'Tantalus']",-34.9964963,-64.9672817
Argentina,2018,9,"['Bikes', 'Heroes', 'La Señal Cósmica', 'Marena', 'BUG', 'Palabras Imposibles', 'The Ricochet Splendid', 'En Boca de Todas', '16']",-34.9964963,-64.9672817
Argentina,2019,19,"['Lava', 'Anacronte', 'Gloomy Eyes', 'Pulsión', 'Dentro de la Fabrica', 'Cara sucia, con la magia de la naturaleza', 'PUEDO VER TODO MENOS MIS OJOS', 'Después del eclipse', 'Así sean 3 palabras', 'Faith', 'ELA', 'Esenciales', 'Epirenov', 'Veo Veo (I Spy)', 'My Other Son', 'My VHS Without A Label', 'The Godess', 'The Longleg', 'Migrante']",-34.9964963,-64.9672817
Argentina,2020,20,"['Turu, the Wacky Hen', 'Vicenta', 'The Selfish Giant', 'Loop', 'Ailín on the Moon', 'Anahí', 'Coda', 'Total Drama Narcotravestis', 'Penguin & Whale', 'We still wait', 'Super Frog: The Movie - Part 1', 'Fantaso', 'Little Forest', 'Three Sketches of Home', 'Pequeños Gigantes: Contra Viento y Marea', 'The tree has been planted', 'Juego de espejos', 'Roach', 'Night Reflection (IV)', 'The Creation according to Mother Earth']",-34.9964963,-64.9672817
Argentina,2021,22,"['The strange world of Gumball: FILE #6811', 'On / Off', 'Los Perros', 'Los soles de mi abuela Gloria', ""Bizarre Webcomic's Max Aventura"", 'Run Nuki!', 'Mandarin Water', '2x1', 'Latimos', 'Foxtrot', 'What is a hero?', 'Perhaps', 'Remember to Kiss Me When You Wake Up', 'Boceto', 'Peligros más peligrosos del mundo', 'Between Tidepools', 'The Girl and The Tsunami', 'Minerva', 'Fofi', 'The comfortable indifference of abundance', 'Curious World of Animals', '10:45 in a city like any other']",-34.9964963,-64.9672817
Argentina,2022,18,"['Curvilínea', 'Ashkasha', 'El Paraíso', 'Condicionadas', 'Rumbos ocultos', 'Passenger', 'Holiday', 'Pater et Filio', 'Soltar', 'El arte de recuperarte', 'To each one his wait', 'Simón', 'Flesh of God', 'Waterflowers', 'Air', 'Miranda! - El arte de enamorarte', 'Carlos Montaña', 'Escape to India']",-34.9964963,-64.9672817
Argentina,2023,22,"['Augmented Reality', 'Conviértete en quien eres', 'H40', 'The Other Shape', 'White Tendons', 'El cine es nuestro', 'Este perro está raro', 'Insomnio', 'Hotel Gran Victoria', 'Meshes', 'Madre en proceso', 'Lava 2 (The New Narciso Show)', 'The Bridge', 'Vida y la Tortade de Chocolate', 'The Magic Stone', 'zapeo', 'With a Wool Ball', ""The Things I've Never Said"", 'Recuerdos del ático', 'Ahru', 'All the Best', 'The Misadventures of Sir Percival']",-34.9964963,-64.9672817
Armenia,1991,1,['Everything is Fine'],4.4919761,-75.7413509
Armenia,1994,2,"['Elections', 'The Axe']",4.4919761,-75.7413509
Armenia,1997,2,"[""L'arche"", 'Victoria']",4.4919761,-75.7413509
Armenia,2000,2,"['Я тоже армянин', 'The Little One']",4.4919761,-75.7413509
Armenia,2001,1,['Признаки разумной жизни'],4.4919761,-75.7413509
Armenia,2004,2,"['Taverne', 'Ананас-Бананас']",4.4919761,-75.7413509
Armenia,2005,1,['Caprice'],4.4919761,-75.7413509
Armenia,2008,1,['From the Life of the Little Trolls'],4.4919761,-75.7413509
Armenia,2016,1,['Quantum Jump'],4.4919761,-75.7413509
Armenia,2020,1,['Olympicos'],4.4919761,-75.7413509
Armenia,2021,2,"['Dream of Kafka', 'When I Am Sad']",4.4919761,-75.7413509
Armenia,2023,1,"[""Aurora's Sunrise""]",4.4919761,-75.7413509
Australia,1939,1,"['Waste Not, Want Not']",-24.7761086,134.755
Australia,1952,1,['Rabbit Stew'],-24.7761086,134.755
Australia,1957,1,['Christmas Bells'],-24.7761086,134.755
Australia,1964,1,['Swansong in Birdland'],-24.7761086,134.755
Australia,1967,1,['Transition'],-24.7761086,134.755
Australia,1969,2,"['A Christmas Carol', 'FUNDEATH']",-24.7761086,134.755
Australia,1971,3,"['Treasure Island', 'The Legend of Robin Hood', 'Australian History']",-24.7761086,134.755
Australia,1972,3,"['Robinson Crusoe', 'Marco Polo Junior Versus the Red Dragon', 'Travels of Marco Polo']",-24.7761086,134.755
Australia,1973,2,"['The Gentlemen of Titipu', '20,000 Leagues Under the Sea']",-24.7761086,134.755
Australia,1975,2,"['The Rainbow Serpent', 'The Mysterious Island']",-24.7761086,134.755
Australia,1976,3,"['Leisure', 'Master Of The World', 'Silent Night, Holy Night']",-24.7761086,134.755
Australia,1977,5,"['Dot and the Kangaroo', 'Moby Dick', '5 Weeks in a Balloon', 'Hot to Trot', 'A Journey to the Center of the Earth']",-24.7761086,134.755
Australia,1978,2,"['Black Beauty', 'The Island of Nevawuz']",-24.7761086,134.755
Australia,1979,6,"[""Gulliver's Travels"", 'The Little Convict', 'The Adventures of Sinbad', 'Off On a Comet', 'Pussy Pumps Up', 'From The Earth To The Moon']",-24.7761086,134.755
Australia,1981,5,"['Grendel Grendel Grendel', 'Daniel Boone', 'Around the World with Dot', 'Megalomedia', 'Mr. Suzuki Comes To Australia']",-24.7761086,134.755
Australia,1982,4,"['A Christmas Carol', 'Oliver Twist', 'Sarah', 'Rubbish']",-24.7761086,134.755
Australia,1983,9,"['Sherlock Holmes and the Baskerville Curse', 'David Copperfield', 'Sherlock Holmes and a Study in Scarlet', 'Dot and the Bunny', 'Great Expectations', 'Abra Cadabra', 'Sherlock Holmes and the Sign of Four', 'Dream House', 'Dance of Death']",-24.7761086,134.755
Australia,1984,7,"['Dot and the Koala', 'The Thief of Sydney', 'The Camel Boy', 'A Tale Of Two Cities', 'The Old Curiosity Shop', 'Rainbow Diary', 'The Adventures of Huckleberry Finn']",-24.7761086,134.755
Australia,1985,5,"['Robin Hood', '20,000 Leagues Under the Sea', 'Epic', 'The Man in the Iron Mask', 'The Pickwick Papers']",-24.7761086,134.755
Australia,1986,8,"['Dr. Jekyll and Mr. Hyde', 'The Three Musketeers', 'Ivanhoe', ""King Solomon's Mines"", 'The Hunchback of Notre-Dame', 'Dot and the Whale', 'Kidnapped', 'The Adventures of Tom Sawyer']",-24.7761086,134.755
Australia,1987,5,"['Alice Through the Looking Glass', 'Vincent', 'Dot and the Smugglers', 'Don Quixote of La Mancha', 'The Odyssey']",-24.7761086,134.755
Australia,1988,10,"['Peter Pan', 'Alice in Wonderland', 'In the Aftermath', 'The Wind in the Willows', 'The Black Arrow', 'Prisoner of Zenda', 'Storybook Classics: The Legend of Hiawatha', 'Dot Goes to Hollywood', 'Shadowland', 'The Black Tulip']",-24.7761086,134.755
Australia,1989,4,"['Around the World in 80 Days', 'The Magic Portal', 'The Corsican Brothers', 'The Emu and the Sun']",-24.7761086,134.755
Australia,1991,3,"['Ali Baba and the Forty Thieves', 'The Amphibian', 'Virgin Beasts']",-24.7761086,134.755
Australia,1992,4,"['FernGully: The Last Rainforest', 'Blinky Bill', 'Sunday...', 'The New Adventures of Robin Hood']",-24.7761086,134.755
Australia,1993,5,"['Puss in Boots', 'Ernst Will’s Picture Book', 'Secrets of the City', 'The Darra Dogs', 'Thumbelina']",-24.7761086,134.755
Australia,1994,3,"['Dot in Space', 'These Are the Days', 'Las nuevas aventuras de Robin Hood']",-24.7761086,134.755
Australia,1995,2,"['A Goofy Movie', 'Gorgeous']",-24.7761086,134.755
Australia,1996,5,"['Uncle', 'Beauty and the Beast', 'The Hunchback of Notre Dame', 'Barflies', 'Hansel & Gretel']",-24.7761086,134.755
Australia,1997,6,"['Hercules', 'Hansel & Gretel', 'On a Full Moon', '172 Views 1981-1988', 'Rain Shadow', ""His Mother's Voice""]",-24.7761086,134.755
Australia,1998,6,"['The Little Mermaid', 'Mulan', 'Fetch', 'Last King Standing', 'Camelot', '3-D ME']",-24.7761086,134.755
Australia,1999,5,"['Cousin', 'Slim Pickings', 'D4 The Trojan Dog', 'The Book Keeper', 'Joseph and the Coat of Many Colours']",-24.7761086,134.755
Australia,2000,7,"['The Little Mermaid II: Return to the Sea', 'An Extremely Goofy Movie', 'Brother', 'The Magic Pudding', 'Silent Night: The Story of the First Christmas', 'Anna and the King', 'Lucky Lydia']",-24.7761086,134.755
Australia,2001,7,"[""Lady and the Tramp II: Scamp's Adventure"", '(R)evolution', 'The Little Drummer Boy', 'Man and Cat', 'Reflections', 'Into the Dark', 'Looking for Horses']",-24.7761086,134.755
Australia,2002,6,"['Return to Never Land', 'Holding Your Breath', 'Cane-Toad: What Happened to Baz?', 'Ada', 'The Flying Nut', 'Jungle Girl and the Lost Island of Dinosaurs']",-24.7761086,134.755
Australia,2003,3,"['Harvie Krumpet', 'Ward 13', 'The Wiggles: Space Dancing']",-24.7761086,134.755
Australia,2004,4,"['Birthday Boy', 'Moments', 'Confessions of an Animation', 'Pingu In Paradise']",-24.7761086,134.755
Australia,2005,6,"['The Mysterious Geographic Explorations of Jasper Morello', ""Blinky Bill's White Christmas"", 'Gargoyle', 'Pinata', 'The Story of Prophet Adam and Noah', 'Clara']",-24.7761086,134.755
Australia,2006,3,"['Happy Feet', ""Pirate Baby's Cabana Battle Street Fight 2006"", 'ABC For Kids Hit Clips 1']",-24.7761086,134.755
Australia,2007,18,"['Ron the Zookeeper', 'An Imaginary Life', 'Gumnutz: A Juicy Tale', 'The Girl Who Swallowed Bees', 'Climate of Hope', 'Stolen Life', 'The Stressful Adventures of Boxhead & Roundhead: The Power Of Flight', 'The Stressful Adventures of Boxhead & Roundhead: The Infernal Machine', 'The Stressful Adventures of Boxhead & Roundhead: On the Run', 'The Stressful Adventures of Boxhead & Roundhead: Safari', 'The Stressful Adventures of Boxhead & Roundhead: At Sea', 'The Stressful Adventures of Boxhead & Roundhead: In The Dark', 'Chainsaw', 'Story of Prophet Abraham', 'Sweet & Sour', 'The Goat That Ate Time', 'I Was a Teenage Butterfly', 'Fraught']",-24.7761086,134.755
Australia,2008,10,"['Waltz with Bashir', 'Figaro Pho', 'The Stubborn Donkey', 'Dog With Electric Collar', 'Kings of Power 4 Billion %', 'The Wiggles: Pop Go the Wiggles!', 'Videotape', 'The Stressful Adventures of Boxhead & Roundhead: Brothers in Arms', 'Psychotown', ""Let's Talk""]",-24.7761086,134.755
Australia,2009,10,"['Mary and Max', '$9.99', 'The Cat Piano', 'Reach', 'The Pigpen', 'The Thing in the Distance', 'A Day in Pompeii', 'The Tin Woodman of Oz', 'Ducked and Covered: A Survival Guide to the Post Apocalypse', 'Dorothy the Dinosaur Meets Santa Claus']",-24.7761086,134.755
Australia,2010,10,"[""Legend of the Guardians: The Owls of Ga'Hoole"", 'Cats & Dogs: The Revenge of Kitty Galore', 'The Lost Thing', 'Zero', ""Santa's Apprentice"", 'My Neighbourhood Has Been Overrun by Baboons', 'Beached Az', 'Gus', 'Scary Therapy', 'Valmay the Visitor from Beep Beep Beep Bleetlebox 967']",-24.7761086,134.755
Australia,2011,10,"['Happy Feet Two', 'The Maker', 'Nullarbor', 'Little Johnny The Movie', ""Oakie's Outback Adventures"", 'Boys On Film 6: Pacific Rim', 'Animal Beatbox', 'Collision', 'The Umbrella', 'Tegan the Vegan']",-24.7761086,134.755
Australia,2012,15,"['Dumb Ways to Die', 'Exchange Student Zero', ""The Guardian's Tale"", 'A Cautionary Tail', 'The Woodlies Movie', 'Sarah Sloane: The Rash', 'Utopia', 'Warm Winter', 'A Tale of Longing', 'Dear DOCS', 'Sleight of Hand: A Story in Stop-motion', 'Road Rage', 'PIPOCA', 'The Hunter', 'Jack & Jones']",-24.7761086,134.755
Australia,2013,10,"['Walking with Dinosaurs', 'The Video Dating Tape of Desmondo Ray, Aged 33 & 3/4', ""The Elephant's Garden"", 'Vinegar', 'I Have Your Heart', 'Butterflies', 'Melbhattan', 'Crystal World', 'Bad Guys', 'Bush Mechanics']",-24.7761086,134.755
Australia,2014,9,"['The Lego Movie', 'Maya the Bee Movie', 'Dive Olly Dive and the Pirate Treasure', 'Allure', 'TuTiTu', 'Little Darling', 'Monster Beach', 'Good Grief', 'Grace Under Water']",-24.7761086,134.755
Australia,2015,9,"['The SpongeBob Movie: Sponge Out of Water', 'Blinky Bill the Movie', 'Ernie Biscuit', 'K-9 World Cup', ""Oscar Wilde's the Nightingale and the Rose"", 'Nowhere Line: Voices from Manus Island', 'Bush Turkeys of QCA', 'Elevator Madness', 'Anything for Love - Story of Rei']",-24.7761086,134.755
Australia,2016,9,"['The Albatross', 'The Orchestra', 'The Raven (by Edgar Allan Poe)', 'Flight From Defender 1985', 'Spanish Onion', 'The Flaneur', ""Zaky's Adventures: The Earth Has a Fever"", 'Virion', 'Habits']",-24.7761086,134.755
Australia,2017,55,"['Double King', 'Boys On Film 17: Love Is the Drug', 'Lost Property Office', 'Martha the Monster', 'The Lost Sound', 'The Toll', 'Cogs', 'Five Penguins', 'After All', 'One Small Step', 'Preimage', 'Atrophy', 'Superperson', 'Fifty-Two', 'Passage', 'The Drive To Work', 'Waterhole', ""I'm Still Alive"", 'Geenie Reenie', 'Breakfast In Bed', ""Charlie's Ballad"", ""Autumn's Wonder"", 'Pink Ball', 'Mistaken', 'Skinner', 'Cirrus', 'Leylines', 'The Last Post', 'Welcome To Shmeven 11', 'Passage', 'Feathers', 'Serpentine', 'Glump', 'The No Show', 'The Clockwork Heart', 'Homework', 'The Traps', 'Ichthys', 'Lopoly', 'Magic Insect', 'School, But With A Ghoul', 'Pranatamangsa', 'A Girl Needs a Bike', 'Daily Struggles Of Short People', 'Blair and the Sea Pancake', 'Autobiography Assignment', '140 Characters', 'A Photo of Me', 'Lucy & D.i.C.', 'Grossery Gang Putrid Power Movie', 'Food For Fraught', 'The Nut Case Mind Shield', 'Remembering Agatha', 'iRony', 'Wilderness Series']",-24.7761086,134.755
Australia,2018,41,"['Peter Rabbit', 'Maya the Bee: The Honey Games', 'Lost & Found', 'The Wrong Rock', 'Flopsy Turvy', ""I'm Still Here"", 'Gacha Gacha', 'Dry Run', 'Boom Boom Julian', 'The 3 Burritos', 'Elvis and Dimmi', 'Ready for a Baby', 'On', 'A Kiss In The Darkness', 'Hugs?', 'Yellow Rose', 'Expansion', 'Colourful', 'Thalu: Dreamtime is Now', 'Ambulance', 'Blue Cherry', 'Purpose', ""Flyin' Bamboo"", 'Citrus', 'Discord', 'Intangible', 'Chant En Couleur', 'The Fiend', 'This Is Fishing: Calm Weather', 'Flicker', 'Sloth', 'The Dabblers', 'Pomegranate', 'Dreams of Plants_Simultaneity', 'Drawing. Dancing.', 'Wank Sock', 'Night, Good Night', 'The Colour Thief', 'Mysterical Planet', 'Jasper', 'Sole']",-24.7761086,134.755
Australia,2019,60,"['The Lego Movie 2: The Second Part', 'Rebooted', 'Fight Club But With Tennis And No Fight', 'Troll Bridge', 'The Jewish-Roman Wars', 'Herod the Great: The Child Murderer of Bethlehem', 'The Leunig Fragments', 'Beethoven: live at Roma Street Parkland', 'You Know This Girl.', ""Diggin' Up Trouble"", 'Passenger', 'The Undying Swan', 'Deafinition', 'The Holiday Inn-Side', 'Unsighted', 'Pinchpot', 'Birds of a Feather', 'Hearsmart - Tinnitus', 'Geenie Reenie II', 'Sohrab and Rustum', 'Robots in Paradise', 'The Curb Rats of Brisbane City', '7.6 Billion', 'Chanting', 'Blackhole Mandala', 'SCENTation SYNESTHESIA', ""Olga's Self Insert Fanfiction"", 'Old Friends', 'Hand that rocked the cradle.', 'Submerge', 'Rebirth', 'Cargo', 'Deep Sea Pearl', 'CAUGHT!', 'Dog and Drone', 'Faceless', 'Greenhouse', 'Kodai', 'Nilo', 'Nothing Sound And Nothing True', '184 Cups of Tea', 'Still Alive', 'The Collector', 'Pattern Recognition', 'The Bestest Job', 'One Job Too Many', 'Werner and Adele', 'The Eldritch Kid: Juggernaut', 'Pinkish', 'From the Depths', 'The Arcane Brew', 'Fly Us To The Moons', 'Deep Blue And Dirty', ""Everyone's a Robot"", 'Ghostbear', 'Guess How Much I Love You: The Adventures of Little Nutbrown Hare - An Enchanting Easter', 'The Grave of St. Oran', 'Valpi', 'The Granny Flat', 'The Winter Alignment']",-24.7761086,134.755
Australia,2020,21,"['100% Wolf', 'The Wishmas Tree', 'Combat Wombat', 'LEGO Monkie Kid: A Hero Is Born', 'Throat Notes', 'Uninvited', 'GNT', 'Mother Bunker', 'The Glutton', 'The Drive Zoo', 'Shit Boat', 'Threnody', 'The Cutie Patootie of Hugsville', 'Bunny Killer Lives with Me!', 'Feet', 'The Winter', 'A Very Lockdown Birthday', 'Roborovski', 'Maralinga Tjarutja', 'Bela', ""Santa's Hat""]",-24.7761086,134.755
Australia,2021,26,"['Peter Rabbit 2: The Runaway', 'Back to the Outback', 'Maya the Bee: The Golden Orb', 'Daisy Quokka: World’s Scariest Animal', 'LEGO Monkie Kid: Revenge of the Spider Queen', 'Alice-Miranda A Royal Christmas Ball', 'No Thoughts Head Empty', 'Sign Up!', 'The Gods of Tiny Things', 'Nylons', 'In and Out a Window', 'O the Grass Was Warm!', 'Off the Rails', 'Who are you?', 'The Better Angels', 'Friends', 'White Bat', 'Terra', 'The Girl Who Cried Sick', 'Peppa Pig Horror Finale', 'Group Think (Brain Bug)', 'Twilight', 'A Game of Three Halves: Where the F%*ck Is Hamish?', 'Quarantine', ""What's This?"", 'The Wild Variety']",-24.7761086,134.755
Australia,2022,23,"['Mia and Me: The Hero of Centopia', 'An Ostrich Told Me the World Is Fake and I Think I Believe It', 'Slasher Squad', 'Fantasia', 'We Are Still Here', 'Alien vs Predator', ""G'day"", 'Gondwana', ""Bleue's Breath"", 'Bellysaurus', 'Dies Irae', 'The Cost', ""Gods, Goddesses and God's Earth"", 'Freedom Swimmer', 'Who I Am', 'Reunion Party', 'Ironing Board', 'Strange Beasts', 'Deflated Dreams', 'Little Piece of Hair', 'Shitty City 4', 'Jefe', 'Little Goat Man']",-24.7761086,134.755
Australia,2023,21,"[""The Magician's Elephant"", 'Donks', 'The Amazing Digital Circus: Pilot', 'THE AMAZING DIGITAL CIRCUS: PILOT', 'Abstract Colour Fields', 'Somerton Man', 'Combat Wombat: Back 2 Back', 'Teacups', 'The Hitman', 'Leo', 'The Greatest Surf Movie in the Universe', 'The Little Mermaid', 'Handmade Happiness', 'This Will Never Last', 'Algodreams', 'Bird Drone', 'Turbulence: Jamais Vu', 'To Be Silent', 'The Nightwatchers', 'The Pansy of Pickadee', 'Scarygirl']",-24.7761086,134.755
Australia,2024,2,"['Memoir of a Snail', 'MILES;;SES MOVIE""!!']",-24.7761086,134.755
Austria,1923,1,['Die Entdeckung Wiens am Nordpol'],47.59397,14.12456
Austria,1926,1,['A Motorcycle Trip Among the Clouds'],47.59397,14.12456
Austria,1932,1,['Sissi'],47.59397,14.12456
Austria,1965,1,['A Game with Stones'],47.59397,14.12456
Austria,1968,1,['Picnic with Weissmann'],47.59397,14.12456
Austria,1971,2,"['26/71: Zeichenfilm – Balzac und das Auge Gottes', 'Selfportrait']",47.59397,14.12456
Austria,1974,1,['Baroque Statues'],47.59397,14.12456
Austria,1989,1,['Egon kommt'],47.59397,14.12456
Austria,1992,1,['Vivus funeratus'],47.59397,14.12456
Austria,1997,2,"['Sun, Salt and Sea', 'Wieder Holung']",47.59397,14.12456
Austria,1999,1,['Bike'],47.59397,14.12456
Austria,2001,2,"['Copy Shop', 'cubica']",47.59397,14.12456
Austria,2002,2,"['frame', 'blinq']",47.59397,14.12456
Austria,2003,1,['Fast Film'],47.59397,14.12456
Austria,2006,3,"['Wiener Wuast', ""The Void's Foaming Ebb"", 'Showtime']",47.59397,14.12456
Austria,2008,1,['Moomin and Midsummer Madness'],47.59397,14.12456
Austria,2009,3,"['Salzburg Marionette Theatre: The Nutcracker', 'Walzerkönig', 'Faust']",47.59397,14.12456
Austria,2010,1,['Moomins and the Comet Chase'],47.59397,14.12456
Austria,2011,1,['The Streets of the Invisibles'],47.59397,14.12456
Austria,2012,1,['Monument Film'],47.59397,14.12456
Austria,2013,2,"['Blütezeit', 'Tooth Eruption']",47.59397,14.12456
Austria,2014,1,['Whistle Stop'],47.59397,14.12456
Austria,2015,4,"['Uncanny Valley', ""Eden's Edge"", 'Black Holes', 'moon blink']",47.59397,14.12456
Austria,2016,1,['Custodian'],47.59397,14.12456
Austria,2017,6,"['Tehran Taboo', 'Parasitic Endeavours', 'Snares', 'Utopia Now', 'Pakan', 'Museum Guard']",47.59397,14.12456
Austria,2018,3,"['Glossary of Broken Dreams', 'The Wrong Rock', 'The Magical Dimension']",47.59397,14.12456
